ticker,exchange,name,sector,industry
NLY^G,NYSE,ANNALY CAPITAL MANAGEMENT INC,N/A,N/A
AMGP,NYSE,ANTERO MIDSTREAM GP LP,PUBLIC UTILITIES,NATURAL GAS DISTRIBUTION
AM,NYSE,ANTERO MIDSTREAM PARTNERS LP,PUBLIC UTILITIES,NATURAL GAS DISTRIBUTION
AR,NYSE,ANTERO RESOURCES CORPORATION,ENERGY,OIL & GAS PRODUCTION
ANTM,NYSE,"ANTHEM, INC.",HEALTH CARE,MEDICAL SPECIALITIES
ANH,NYSE,ANWORTH MORTGAGE ASSET  CORPORATION,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
ANH^A,NYSE,ANWORTH MORTGAGE ASSET  CORPORATION,N/A,N/A
ANH^B,NYSE,ANWORTH MORTGAGE ASSET  CORPORATION,N/A,N/A
ANH^C,NYSE,ANWORTH MORTGAGE ASSET  CORPORATION,N/A,N/A
AON,NYSE,AON PLC,FINANCE,SPECIALTY INSURERS
APA,NYSE,APACHE CORPORATION,ENERGY,OIL & GAS PRODUCTION
AIV,NYSE,APARTMENT INVESTMENT AND MANAGEMENT COMPANY,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
AIV^A,NYSE,APARTMENT INVESTMENT AND MANAGEMENT COMPANY,N/A,N/A
APY,NYSE,APERGY CORPORATION,N/A,N/A
ARI,NYSE,APOLLO COMMERCIAL REAL ESTATE FINANCE,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
ARI^C,NYSE,APOLLO COMMERCIAL REAL ESTATE FINANCE,N/A,N/A
APO,NYSE,"APOLLO GLOBAL MANAGEMENT, LLC",FINANCE,INVESTMENT MANAGERS
APO^A,NYSE,"APOLLO GLOBAL MANAGEMENT, LLC",N/A,N/A
APO^B,NYSE,"APOLLO GLOBAL MANAGEMENT, LLC",N/A,N/A
AIY,NYSE,APOLLO INVESTMENT CORPORATION,N/A,N/A
AFT,NYSE,APOLLO SENIOR FLOATING RATE FUND INC.,N/A,N/A
AIF,NYSE,APOLLO TACTICAL INCOME FUND INC.,N/A,N/A
APLE,NYSE,"APPLE HOSPITALITY REIT, INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
AIT,NYSE,"APPLIED INDUSTRIAL TECHNOLOGIES, INC.",CONSUMER DURABLES,INDUSTRIAL SPECIALTIES
ATR,NYSE,"APTARGROUP, INC.",CONSUMER NON-DURABLES,PLASTIC PRODUCTS
APTV,NYSE,APTIV PLC,CAPITAL GOODS,AUTO PARTS:O.E.M.
WTR,NYSE,"AQUA AMERICA, INC.",PUBLIC UTILITIES,WATER SUPPLY
AQ,NYSE,AQUANTIA CORP.,TECHNOLOGY,SEMICONDUCTORS
WAAS,NYSE,AQUAVENTURE HOLDINGS LIMITED,PUBLIC UTILITIES,WATER SUPPLY
ARMK,NYSE,ARAMARK,CONSUMER SERVICES,RESTAURANTS
ABR,NYSE,ARBOR REALTY TRUST,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
ABR^A,NYSE,ARBOR REALTY TRUST,N/A,N/A
ABR^B,NYSE,ARBOR REALTY TRUST,N/A,N/A
ABR^C,NYSE,ARBOR REALTY TRUST,N/A,N/A
ARC,NYSE,"ARC DOCUMENT SOLUTIONS, INC.",CONSUMER SERVICES,PROFESSIONAL SERVICES
MT,NYSE,ARCELORMITTAL,BASIC INDUSTRIES,STEEL/IRON ORE
ARCH,NYSE,"ARCH COAL, INC.",ENERGY,COAL MINING
ADM,NYSE,ARCHER-DANIELS-MIDLAND COMPANY,CONSUMER NON-DURABLES,PACKAGED FOODS
AROC,NYSE,"ARCHROCK, INC.",PUBLIC UTILITIES,NATURAL GAS DISTRIBUTION
ARNC,NYSE,ARCONIC INC.,CAPITAL GOODS,METAL FABRICATIONS
ARCO,NYSE,ARCOS DORADOS HOLDINGS INC.,CONSUMER SERVICES,RESTAURANTS
RCUS,NYSE,"ARCUS BIOSCIENCES, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
ARD,NYSE,ARDAGH GROUP S.A.,CONSUMER DURABLES,CONTAINERS/PACKAGING
ASC,NYSE,ARDMORE SHIPPING CORPORATION,TRANSPORTATION,MARINE TRANSPORTATION
AFC,NYSE,ARES CAPITAL CORPORATION,N/A,N/A
ACRE,NYSE,ARES COMMERCIAL REAL ESTATE CORPORATION,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
ARDC,NYSE,"ARES DYNAMIC CREDIT ALLOCATION FUND, INC.",N/A,N/A
ARES,NYSE,ARES MANAGEMENT L.P.,FINANCE,INVESTMENT MANAGERS
ARES^A,NYSE,ARES MANAGEMENT L.P.,N/A,N/A
AGX,NYSE,"ARGAN, INC.",BASIC INDUSTRIES,ENGINEERING & CONSTRUCTION
ARGD,NYSE,"ARGO GROUP INTERNATIONAL HOLDINGS, LTD.",FINANCE,SPECIALTY INSURERS
ARGO,NYSE,"ARGO GROUP INTERNATIONAL HOLDINGS, LTD.",FINANCE,SPECIALTY INSURERS
ANET,NYSE,"ARISTA NETWORKS, INC.",TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT
AI,NYSE,ARLINGTON ASSET INVESTMENT CORP,FINANCE,FINANCE/INVESTORS SERVICES
AI^B,NYSE,ARLINGTON ASSET INVESTMENT CORP,N/A,N/A
AIC,NYSE,ARLINGTON ASSET INVESTMENT CORP,FINANCE,FINANCE/INVESTORS SERVICES
AIW,NYSE,ARLINGTON ASSET INVESTMENT CORP,FINANCE,FINANCE/INVESTORS SERVICES
AHH,NYSE,"ARMADA HOFFLER PROPERTIES, INC.",FINANCE,REAL ESTATE
ARR,NYSE,"ARMOUR RESIDENTIAL REIT, INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
ARR^A,NYSE,"ARMOUR RESIDENTIAL REIT, INC.",N/A,N/A
ARR^B,NYSE,"ARMOUR RESIDENTIAL REIT, INC.",N/A,N/A
AFI,NYSE,"ARMSTRONG FLOORING, INC.",CONSUMER NON-DURABLES,PLASTIC PRODUCTS
AWI,NYSE,ARMSTRONG WORLD INDUSTRIES INC,CONSUMER NON-DURABLES,PLASTIC PRODUCTS
ARW,NYSE,"ARROW ELECTRONICS, INC.",CONSUMER NON-DURABLES,ELECTRONIC COMPONENTS
AJG,NYSE,ARTHUR J. GALLAGHER & CO.,FINANCE,SPECIALTY INSURERS
APAM,NYSE,ARTISAN PARTNERS ASSET MANAGEMENT INC.,FINANCE,INVESTMENT MANAGERS
ASA,NYSE,ASA GOLD AND PRECIOUS METALS LIMITED,N/A,N/A
ABG,NYSE,ASBURY AUTOMOTIVE GROUP INC,CONSUMER DURABLES,AUTOMOTIVE AFTERMARKET
ASX,NYSE,"ASE INDUSTRIAL HOLDING CO., LTD.",TECHNOLOGY,SEMICONDUCTORS
ASGN,NYSE,ASGN INCORPORATED,TECHNOLOGY,PROFESSIONAL SERVICES
AHT,NYSE,ASHFORD HOSPITALITY TRUST INC,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
AHT^D,NYSE,ASHFORD HOSPITALITY TRUST INC,N/A,N/A
AHT^F,NYSE,ASHFORD HOSPITALITY TRUST INC,N/A,N/A
AHT^G,NYSE,ASHFORD HOSPITALITY TRUST INC,N/A,N/A
AHT^H,NYSE,ASHFORD HOSPITALITY TRUST INC,N/A,N/A
AHT^I,NYSE,ASHFORD HOSPITALITY TRUST INC,N/A,N/A
ASH,NYSE,ASHLAND GLOBAL HOLDINGS INC.,CONSUMER DURABLES,SPECIALTY CHEMICALS
APB,NYSE,"ASIA PACIFIC FUND, INC. (THE)",N/A,N/A
ASPN,NYSE,"ASPEN AEROGELS, INC.",CONSUMER SERVICES,RETAIL: BUILDING MATERIALS
AHL,NYSE,ASPEN INSURANCE HOLDINGS LIMITED,FINANCE,PROPERTY-CASUALTY INSURERS
AHL^C,NYSE,ASPEN INSURANCE HOLDINGS LIMITED,N/A,N/A
AHL^D,NYSE,ASPEN INSURANCE HOLDINGS LIMITED,N/A,N/A
ASB,NYSE,ASSOCIATED BANC-CORP,FINANCE,MAJOR BANKS
ASB^C,NYSE,ASSOCIATED BANC-CORP,N/A,N/A
ASB^D,NYSE,ASSOCIATED BANC-CORP,N/A,N/A
AC,NYSE,"ASSOCIATED CAPITAL GROUP, INC.",FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
AIZ,NYSE,"ASSURANT, INC.",FINANCE,ACCIDENT &HEALTH INSURANCE
AIZP,NYSE,"ASSURANT, INC.",FINANCE,ACCIDENT &HEALTH INSURANCE
AGO,NYSE,ASSURED GUARANTY LTD.,FINANCE,PROPERTY-CASUALTY INSURERS
AGO^B,NYSE,ASSURED GUARANTY LTD.,N/A,N/A
AGO^E,NYSE,ASSURED GUARANTY LTD.,N/A,N/A
AGO^F,NYSE,ASSURED GUARANTY LTD.,N/A,N/A
AZN,NYSE,ASTRAZENECA PLC,HEALTH CARE,MAJOR PHARMACEUTICALS
HOME,NYSE,AT HOME GROUP INC.,CONSUMER SERVICES,HOME FURNISHINGS
T,NYSE,AT&T INC.,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
TBB,NYSE,AT&T INC.,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
ATTO,NYSE,ATENTO S.A.,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
ATH,NYSE,ATHENE HOLDING LTD.,FINANCE,LIFE INSURANCE
ATKR,NYSE,ATKORE INTERNATIONAL GROUP INC.,MISCELLANEOUS,INDUSTRIAL MACHINERY/COMPONENTS
AT,NYSE,ATLANTIC POWER CORPORATION,ENERGY,ELECTRIC UTILITIES: CENTRAL
ATO,NYSE,ATMOS ENERGY CORPORATION,PUBLIC UTILITIES,OIL/GAS TRANSMISSION
AUO,NYSE,AU OPTRONICS CORP,TECHNOLOGY,SEMICONDUCTORS
ATHM,NYSE,AUTOHOME INC.,TECHNOLOGY,EDP SERVICES
ALV,NYSE,"AUTOLIV, INC.",CAPITAL GOODS,AUTO PARTS:O.E.M.
AN,NYSE,"AUTONATION, INC.",CONSUMER DURABLES,AUTOMOTIVE AFTERMARKET
AZO,NYSE,"AUTOZONE, INC.",CONSUMER SERVICES,OTHER SPECIALTY STORES
AVB,NYSE,"AVALONBAY COMMUNITIES, INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
AGR,NYSE,"AVANGRID, INC.",PUBLIC UTILITIES,ELECTRIC UTILITIES: CENTRAL
AVYA,NYSE,AVAYA HOLDINGS CORP.,PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
AVY,NYSE,AVERY DENNISON CORPORATION,CONSUMER DURABLES,CONTAINERS/PACKAGING
AVH,NYSE,AVIANCA HOLDINGS S.A.,TRANSPORTATION,AIR FREIGHT/DELIVERY SERVICES
AVA,NYSE,AVISTA CORPORATION,PUBLIC UTILITIES,POWER GENERATION
AVP,NYSE,"AVON PRODUCTS, INC.",CONSUMER NON-DURABLES,PACKAGE GOODS/COSMETICS
AVX,NYSE,AVX CORPORATION,CAPITAL GOODS,ELECTRICAL PRODUCTS
EQH,NYSE,"AXA EQUITABLE HOLDINGS, INC.",N/A,N/A
AXTA,NYSE,AXALTA COATING SYSTEMS LTD.,BASIC INDUSTRIES,PAINTS/COATINGS
AXS,NYSE,AXIS CAPITAL HOLDINGS LIMITED,FINANCE,PROPERTY-CASUALTY INSURERS
AXS^D,NYSE,AXIS CAPITAL HOLDINGS LIMITED,N/A,N/A
AXS^E,NYSE,AXIS CAPITAL HOLDINGS LIMITED,N/A,N/A
AZUL,NYSE,AZUL S.A.,TRANSPORTATION,AIR FREIGHT/DELIVERY SERVICES
AZRE,NYSE,AZURE POWER GLOBAL LIMITED,PUBLIC UTILITIES,ELECTRIC UTILITIES: CENTRAL
AZZ,NYSE,AZZ INC.,CONSUMER DURABLES,BUILDING PRODUCTS
BGS,NYSE,"B&G FOODS, INC.",CONSUMER NON-DURABLES,PACKAGED FOODS
BW,NYSE,BABCOCK,CAPITAL GOODS,BUILDING PRODUCTS
BGH,NYSE,BABSON GLOBAL SHORT DURATION HIGH YIELD FUND,N/A,N/A
BMI,NYSE,"BADGER METER, INC.",CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
BHGE,NYSE,"BAKER HUGHES, A GE COMPANY",ENERGY,METAL FABRICATIONS
BBN,NYSE,BALCKROCK TAXABLE MUNICIPAL BOND TRUST,N/A,N/A
BLL,NYSE,BALL CORPORATION,CONSUMER DURABLES,CONTAINERS/PACKAGING
BANC,NYSE,"BANC OF CALIFORNIA, INC.",FINANCE,MAJOR BANKS
BANC^C,NYSE,"BANC OF CALIFORNIA, INC.",N/A,N/A
BANC^D,NYSE,"BANC OF CALIFORNIA, INC.",N/A,N/A
BANC^E,NYSE,"BANC OF CALIFORNIA, INC.",N/A,N/A
BBVA,NYSE,BANCO BILBAO VISCAYA ARGENTARIA S.A.,FINANCE,COMMERCIAL BANKS
BBD,NYSE,BANCO BRADESCO SA,FINANCE,MAJOR BANKS
BBDO,NYSE,BANCO BRADESCO SA,FINANCE,MAJOR BANKS
BCH,NYSE,BANCO DE CHILE,FINANCE,COMMERCIAL BANKS
BLX,NYSE,"BANCO LATINOAMERICANO DE COMERCIO EXTERIOR, S.A.",FINANCE,COMMERCIAL BANKS
BSMX,NYSE,"BANCO SANTANDER (M?XICO), S.A., INSTITUCI?N DE BAN",FINANCE,COMMERCIAL BANKS
BSBR,NYSE,BANCO SANTANDER BRASIL SA,FINANCE,COMMERCIAL BANKS
BSAC,NYSE,BANCO SANTANDER CHILE,FINANCE,COMMERCIAL BANKS
SAN,NYSE,"BANCO SANTANDER, S.A.",FINANCE,COMMERCIAL BANKS
SAN^A.CL,NYSE,"BANCO SANTANDER, S.A.",N/A,N/A
SAN^B,NYSE,"BANCO SANTANDER, S.A.",N/A,N/A
SAN^I,NYSE,"BANCO SANTANDER, S.A.",N/A,N/A
CIB,NYSE,BANCOLOMBIA S.A.,FINANCE,COMMERCIAL BANKS
BXS,NYSE,BANCORPSOUTH BANK,FINANCE,MAJOR BANKS
BAC,NYSE,BANK OF AMERICA CORPORATION,FINANCE,MAJOR BANKS
BAC.WS.A,NYSE,BANK OF AMERICA CORPORATION,N/A,N/A
BAC.WS.B,NYSE,BANK OF AMERICA CORPORATION,N/A,N/A
BAC^A,NYSE,BANK OF AMERICA CORPORATION,N/A,N/A
BAC^C,NYSE,BANK OF AMERICA CORPORATION,N/A,N/A
BAC^D,NYSE,BANK OF AMERICA CORPORATION,N/A,N/A
BAC^E,NYSE,BANK OF AMERICA CORPORATION,N/A,N/A
BAC^I,NYSE,BANK OF AMERICA CORPORATION,N/A,N/A
BAC^L,NYSE,BANK OF AMERICA CORPORATION,N/A,N/A
BAC^W,NYSE,BANK OF AMERICA CORPORATION,FINANCE,MAJOR BANKS
BAC^Y,NYSE,BANK OF AMERICA CORPORATION,FINANCE,MAJOR BANKS
BML^G,NYSE,BANK OF AMERICA CORPORATION,N/A,N/A
BML^H,NYSE,BANK OF AMERICA CORPORATION,N/A,N/A
BML^I,NYSE,BANK OF AMERICA CORPORATION,N/A,N/A
BML^J,NYSE,BANK OF AMERICA CORPORATION,N/A,N/A
BML^L,NYSE,BANK OF AMERICA CORPORATION,N/A,N/A
BOH,NYSE,BANK OF HAWAII CORPORATION,FINANCE,MAJOR BANKS
BMO,NYSE,BANK OF MONTREAL,FINANCE,COMMERCIAL BANKS
NTB,NYSE,BANK OF N.T. BUTTERFIELD & SON LIMITED (THE),FINANCE,COMMERCIAL BANKS
BK,NYSE,BANK OF NEW YORK MELLON CORPORATION (THE),FINANCE,MAJOR BANKS
BK^C,NYSE,BANK OF NEW YORK MELLON CORPORATION (THE),N/A,N/A
BNS,NYSE,BANK OF NOVA SCOTIA (THE),FINANCE,MAJOR BANKS
BKU,NYSE,"BANKUNITED, INC.",FINANCE,SAVINGS INSTITUTIONS
BCS,NYSE,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
BCS^D,NYSE,BARCLAYS PLC,N/A,N/A
MCI,NYSE,BARINGS CORPORATE INVESTORS,N/A,N/A
MPV,NYSE,BARINGS PARTICIPATION INVESTORS,CONSUMER SERVICES,MISCELLANEOUS
BNED,NYSE,"BARNES & NOBLE EDUCATION, INC",CONSUMER SERVICES,OTHER SPECIALTY STORES
BKS,NYSE,"BARNES & NOBLE, INC.",CONSUMER SERVICES,OTHER SPECIALTY STORES
B,NYSE,"BARNES GROUP, INC.",CAPITAL GOODS,METAL FABRICATIONS
ABX,NYSE,BARRICK GOLD CORPORATION,BASIC INDUSTRIES,PRECIOUS METALS
BAS,NYSE,"BASIC ENERGY SERVICES, INC.",ENERGY,OILFIELD SERVICES/EQUIPMENT
BAX,NYSE,BAXTER INTERNATIONAL INC.,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
BTE,NYSE,BAYTEX ENERGY CORP,ENERGY,OIL & GAS PRODUCTION
BBT,NYSE,BB&T CORPORATION,FINANCE,MAJOR BANKS
BBT^D,NYSE,BB&T CORPORATION,N/A,N/A
BBT^E,NYSE,BB&T CORPORATION,N/A,N/A
BBT^F,NYSE,BB&T CORPORATION,N/A,N/A
BBT^G,NYSE,BB&T CORPORATION,N/A,N/A
BBT^H,NYSE,BB&T CORPORATION,N/A,N/A
BFR,NYSE,BBVA BANCO FRANCES S.A.,FINANCE,COMMERCIAL BANKS
BBX,NYSE,BBX CAPITAL CORPORATION,FINANCE,REAL ESTATE
BCE,NYSE,"BCE, INC.",PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
BZH,NYSE,"BEAZER HOMES USA, INC.",CAPITAL GOODS,HOMEBUILDING
BDX,NYSE,"BECTON, DICKINSON AND COMPANY",HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
BDXA,NYSE,"BECTON, DICKINSON AND COMPANY",HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
BDC,NYSE,BELDEN INC,BASIC INDUSTRIES,TELECOMMUNICATIONS EQUIPMENT
BDC^B,NYSE,BELDEN INC,N/A,N/A
BXE,NYSE,BELLATRIX EXPLORATION LTD,ENERGY,OIL & GAS PRODUCTION
BEL,NYSE,BELMOND LTD.,CONSUMER SERVICES,HOTELS/RESORTS
BMS,NYSE,"BEMIS COMPANY, INC.",CONSUMER DURABLES,CONTAINERS/PACKAGING
BHE,NYSE,"BENCHMARK ELECTRONICS, INC.",TECHNOLOGY,ELECTRICAL PRODUCTS
BRK.A,NYSE,BERKSHIRE HATHAWAY INC.,N/A,N/A
BRK.B,NYSE,BERKSHIRE HATHAWAY INC.,N/A,N/A
BHLB,NYSE,"BERKSHIRE HILLS BANCORP, INC.",FINANCE,BANKS
BERY,NYSE,"BERRY GLOBAL GROUP, INC.",CONSUMER NON-DURABLES,PLASTIC PRODUCTS
BBY,NYSE,"BEST BUY CO., INC.",CONSUMER SERVICES,CONSUMER ELECTRONICS/VIDEO CHAINS
BSTI,NYSE,BEST INC.,TRANSPORTATION,TRUCKING FREIGHT/COURIER SERVICES
BGCA,NYSE,"BGC PARTNERS, INC.",FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
BHP,NYSE,BHP BILLITON LIMITED,BASIC INDUSTRIES,PRECIOUS METALS
BBL,NYSE,BHP BILLITON PLC,ENERGY,COAL MINING
BIG,NYSE,"BIG LOTS, INC.",CONSUMER SERVICES,DEPARTMENT/SPECIALTY RETAIL STORES
BH,NYSE,BIGLARI HOLDINGS INC.,CONSUMER SERVICES,RESTAURANTS
BH.A,NYSE,BIGLARI HOLDINGS INC.,N/A,N/A
BHVN,NYSE,BIOHAVEN PHARMACEUTICAL HOLDING COMPANY LTD.,HEALTH CARE,MAJOR PHARMACEUTICALS
BIO,NYSE,"BIO-RAD LABORATORIES, INC.",CAPITAL GOODS,BIOTECHNOLOGY: LABORATORY ANALYTICAL INSTRUMENTS
BIO.B,NYSE,"BIO-RAD LABORATORIES, INC.",N/A,N/A
BITA,NYSE,BITAUTO HOLDINGS LIMITED,TECHNOLOGY,EDP SERVICES
BKH,NYSE,BLACK HILLS CORPORATION,PUBLIC UTILITIES,ELECTRIC UTILITIES: CENTRAL
BKHU,NYSE,BLACK HILLS CORPORATION,PUBLIC UTILITIES,ELECTRIC UTILITIES: CENTRAL
BKI,NYSE,"BLACK KNIGHT, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
BSM,NYSE,"BLACK STONE MINERALS, L.P.",ENERGY,OIL & GAS PRODUCTION
BB,NYSE,BLACKBERRY LIMITED,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
BGIO,NYSE,BLACKROCK 2022 GLOBAL INCOME OPPORTUNITY TRUST,N/A,N/A
BJZ,NYSE,BLACKROCK CALIFORNIA MUNICIPAL 2018 TERM TRUST,N/A,N/A
BFZ,NYSE,BLACKROCK CALIFORNIA MUNICIPAL INCOME TRUST,N/A,N/A
CII,NYSE,BLACKROCK CAPITAL AND INCOME STRATEGIES FUND INC,N/A,N/A
BHK,NYSE,BLACKROCK CORE BOND TRUST,N/A,N/A
HYT,NYSE,"BLACKROCK CORPORATE HIGH YIELD FUND, INC.",N/A,N/A
BTZ,NYSE,BLACKROCK CREDIT ALLOCATION INCOME TRUST,N/A,N/A
DSU,NYSE,"BLACKROCK DEBT STRATEGIES FUND, INC.",N/A,N/A
BGR,NYSE,BLACKROCK ENERGY AND RESOURCES TRUST,N/A,N/A
BDJ,NYSE,BLACKROCK ENHANCED EQUITY DIVIDEND TRUST,N/A,N/A
EGF,NYSE,"BLACKROCK ENHANCED GOVERNMENT FUND, INC",N/A,N/A
FRA,NYSE,BLACKROCK FLOATING RATE INCOME STRATEGIES FUND INC,N/A,N/A
BFO,NYSE,BLACKROCK FLORIDA MUNICIPAL 2020 TERM TRUST,N/A,N/A
BGT,NYSE,BLACKROCK GLOBAL,N/A,N/A
BOE,NYSE,BLACKROCK GLOBAL,N/A,N/A
BME,NYSE,BLACKROCK HEALTH SCIENCES TRUST,N/A,N/A
BAF,NYSE,BLACKROCK INCOME INVESTMENT QUALITY TRUST,N/A,N/A
BKT,NYSE,BLACKROCK INCOME TRUST INC. (THE),N/A,N/A
BGY,NYSE,"BLACKROCK INTERNATIONAL, LTD.",N/A,N/A
BKN,NYSE,BLACKROCK INVESTMENT QUALITY MUNICIPAL TRUST INC. (THE),N/A,N/A
BTA,NYSE,BLACKROCK LONG-TERM MUNICIPAL ADVANTAGE TRUST,N/A,N/A
BIT,NYSE,BLACKROCK MULTI-SECTOR INCOME TRUST,N/A,N/A
MUI,NYSE,BLACKROCK MUNI INTERMEDIATE DURATION FUND INC,N/A,N/A
MNE,NYSE,BLACKROCK MUNI NEW YORK INTERMEDIATE DURATION FUND INC,N/A,N/A
MUA,NYSE,"BLACKROCK MUNIASSETS FUND, INC.",N/A,N/A
BPK,NYSE,BLACKROCK MUNICIPAL 2018 TERM TRUST,N/A,N/A
BKK,NYSE,BLACKROCK MUNICIPAL 2020 TERM TRUST,N/A,N/A
BBK,NYSE,BLACKROCK MUNICIPAL BOND TRUST,N/A,N/A
BBF,NYSE,BLACKROCK MUNICIPAL INCOME INVESTMENT TRUST,N/A,N/A
BYM,NYSE,BLACKROCK MUNICIPAL INCOME QUALITY TRUST,N/A,N/A
BFK,NYSE,BLACKROCK MUNICIPAL INCOME TRUST,N/A,N/A
BTT,NYSE,BLACKROCK MUNICIPAL TARGET TERM TRUST INC. (THE),N/A,N/A
MEN,NYSE,"BLACKROCK MUNIENHANCED FUND, INC.",N/A,N/A
MUC,NYSE,"BLACKROCK MUNIHOLDINGS CALIFORNIA QUALITY FUND,  INC.",N/A,N/A
MUH,NYSE,"BLACKROCK MUNIHOLDINGS FUND II, INC.",N/A,N/A
MHD,NYSE,"BLACKROCK MUNIHOLDINGS FUND, INC.",N/A,N/A
MFL,NYSE,BLACKROCK MUNIHOLDINGS INVESTMENT QUALITY FUND,N/A,N/A
MUJ,NYSE,"BLACKROCK MUNIHOLDINGS NEW JERSEY INSURED FUND, INC.",N/A,N/A
MHN,NYSE,"BLACKROCK MUNIHOLDINGS NEW YORK QUALITY FUND, INC.",N/A,N/A
MUE,NYSE,"BLACKROCK MUNIHOLDINGS QUALITY FUND II, INC.",N/A,N/A
MUS,NYSE,"BLACKROCK MUNIHOLDINGS QUALITY FUND, INC.",N/A,N/A
MVT,NYSE,"BLACKROCK MUNIVEST FUND II, INC.",N/A,N/A
MYC,NYSE,"BLACKROCK MUNIYIELD CALIFORNIA FUND, INC.",N/A,N/A
MCA,NYSE,"BLACKROCK MUNIYIELD CALIFORNIA INSURED FUND, INC.",N/A,N/A
MYD,NYSE,"BLACKROCK MUNIYIELD FUND, INC.",N/A,N/A
MYF,NYSE,BLACKROCK MUNIYIELD INVESTMENT FUND,N/A,N/A
MFT,NYSE,BLACKROCK MUNIYIELD INVESTMENT QUALITYFUND,N/A,N/A
MIY,NYSE,"BLACKROCK MUNIYIELD MICHIGAN QUALITY FUND, INC.",N/A,N/A
MYJ,NYSE,"BLACKROCK MUNIYIELD NEW JERSEY FUND, INC.",N/A,N/A
MYN,NYSE,"BLACKROCK MUNIYIELD NEW YORK QUALITY FUND, INC.",N/A,N/A
MPA,NYSE,BLACKROCK MUNIYIELD PENNSYLVANIA QUALITY FUND,N/A,N/A
MQT,NYSE,"BLACKROCK MUNIYIELD QUALITY FUND II, INC.",N/A,N/A
MYI,NYSE,"BLACKROCK MUNIYIELD QUALITY FUND III, INC.",N/A,N/A
MQY,NYSE,"BLACKROCK MUNIYIELD QUALITY FUND, INC.",N/A,N/A
BNJ,NYSE,BLACKROCK NEW JERSEY MUNICIPAL INCOME TRUST,N/A,N/A
BNY,NYSE,BLACKROCK NEW YORK INVESTMENT QUALITY MUNICIPAL TRUST INC. (TH,N/A,N/A
BLH,NYSE,BLACKROCK NEW YORK MUNICIPAL 2018 TERM TRUST,N/A,N/A
BQH,NYSE,BLACKROCK NEW YORK MUNICIPAL BOND TRUST,N/A,N/A
BSE,NYSE,BLACKROCK NEW YORK MUNICIPAL INCOME QUALITY TRUST,N/A,N/A
BCX,NYSE,BLACKROCK RESOURCES,N/A,N/A
BST,NYSE,BLACKROCK SCIENCE AND TECHNOLOGY TRUST,N/A,N/A
BSD,NYSE,BLACKROCK STRATEGIC MUNICIPAL TRUST INC. (THE),N/A,N/A
BUI,NYSE,"BLACKROCK UTILITY, INFRASTRUCTURE & POWER OPPORTUN",N/A,N/A
BLK,NYSE,"BLACKROCK, INC.",FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
BGB,NYSE,BLACKSTONE / GSO STRATEGIC CREDIT FUND,N/A,N/A
BGX,NYSE,BLACKSTONE GSO LONG SHORT CREDIT INCOME FUND,N/A,N/A
BSL,NYSE,BLACKSTONE GSO SENIOR FLOATING RATE TERM FUND,N/A,N/A
APRN,NYSE,"BLUE APRON HOLDINGS, INC.",CONSUMER SERVICES,CATALOG/SPECIALTY DISTRIBUTION
BCRH,NYSE,BLUE CAPITAL REINSURANCE HOLDINGS LTD.,FINANCE,PROPERTY-CASUALTY INSURERS
BXG,NYSE,BLUEGREEN VACATIONS CORPORATION,FINANCE,REAL ESTATE
BXC,NYSE,BLUELINX HOLDINGS INC.,CAPITAL GOODS,WHOLESALE DISTRIBUTORS
BWP,NYSE,BOARDWALK PIPELINE PARTNERS L.P.,PUBLIC UTILITIES,NATURAL GAS DISTRIBUTION
BA,NYSE,BOEING COMPANY (THE),CAPITAL GOODS,AEROSPACE
BCC,NYSE,"BOISE CASCADE, L.L.C.",CONSUMER SERVICES,RETAIL: BUILDING MATERIALS
